日期,项目,阶段,部门,具体任务,工时
08/05-08/11,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,,IT部,沟通需求，绘制弱电图纸。,5
08/05-08/11,ISS24142-CD09 成都郫都区万科菁蓉都会战略交付基地一期9层新建项目,,IT部,根据最新平面，沟通需求，绘制弱电图纸,6
08/05-08/11,ISS24028-JN02 济南历下区平安金融中心9层MAG华为业务专属场地新建项目,,IT部,根据图纸核算弱电材料数量，群里下单，安排供应商发货,2
08/05-08/11,ISS24029-JN02 济南历下区平安金融中心8层综合场地新建项目,,IT部,根据图纸核算弱电材料数量，群里下单，安排供应商发货,2
08/05-08/11,ISS24085-BJ06 北京海淀软通总部大楼2层ICP保密实验室及1层实验室隔音改造项目,,IT部,协调保密资质进展,1
08/05-08/11,ISS24105-HF07 合肥蜀山区创新国际B15层TTR场地改造项目,,IT部,配合预算进行图纸答疑,1
08/05-08/11,ISS24111-SZ07 深圳龙岗区金荣达6栋及2栋1层MAG华为业务ODC场地门禁改造项目,,IT部,熵基门禁核对设备内数量，与厂家下单，红圈提审批,1
08/05-08/11,ISS24112-WH07 武汉东湖高新区未来科技城F3栋4F、6F、8F监控系统升级改造项目,,IT部,配合预算进行图纸答疑,1
08/05-08/11,ISS24113-DG07 东莞松山湖中集智谷28栋3层MAG华为黄区ODC场地门禁改造项目,,IT部,熵基门禁核对设备内数量，与厂家下单，红圈提审批,1
08/05-08/11,ISS24114-SZ07 深圳龙岗天安云谷6栋26-27层MAG华为业务ODC场地门禁改造项目,,IT部,熵基门禁核对设备内数量，与厂家下单，红圈提审批,1
08/05-08/11,ISS24115-DG07 东莞松山湖光大WE谷B1栋5层6层MAG华为黄区ODC场地门禁改造项目,,IT部,熵基门禁核对设备内数量，与厂家下单，红圈提审批,1
08/05-08/11,ISS24120-BJ07 北京海淀软通总部大楼1层展厅硬件展示区改造项目,,IT部,配合审计进行答疑工作,1
08/05-08/11,ISS24120-BJ07 北京海淀软通总部大楼1层展厅硬件展示区改造项目,,IT部,沟通需求，绘制图纸并发出。,3
08/05-08/11,ISS24121-XA07 西安浐灞区前海人寿大厦15层1501-1503单元BANK中行业务ODC场地扩建项目,,IT部,沟通需求，绘制图纸并发出。,9
08/05-08/11,ISS24128-CQ08 重庆两江新区互联网产业园二期6号楼11-12层DOS场地改造项目,,IT部,沟通需求，绘制图纸并发出。,3
08/05-08/11,ISS24128-CQ08 重庆两江新区互联网产业园二期6号楼11-12层DOS场地改造项目,,IT部,配合预算进行图纸答疑,1
08/05-08/11,ISS24129-XA08 西安灞桥区前海人寿大厦13-14层BANK中行业务ODC场地新增无线AP改造项目,,IT部,对接需求，配合预算输出概算，安排供应商发货,2
08/05-08/11,IT部技术支持（WTL）,,IT部,WTL技术支持,7
08/05-08/11,会议培训及行政类工作,,IT部,租赁例会、活动例会、周例会，周报文件编制等。,14
08/05-08/11,金尚支持工作,,IT部,金尚集团技术支持,16
08/05-08/11,金尚支持工作,,IT部,金尚物业技术支持,12
08/05-08/11,金尚支持工作,,IT部,金尚活动支持,80
08/05-08/11,GS220034-BJ04 华控展示中心项目,,采购部,"售后维修,结算阶段",0.5
08/05-08/11,GS220080-BJ11 温哥华森林别墅设计施工项目,,采购部,"材料样板 设计选样,材料下单",2
08/05-08/11,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,采购部,"施工现场配合-材料对接,供货完成",29
08/05-08/11,GS240017-BJ01 中信金属-BJ-办公室设计项目,,采购部,材料样板 设计选样,0.5
08/05-08/11,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,,采购部,材料样板 设计选样,3
08/05-08/11,GS240034-BJ10 炮局二条一号院会所设计施工项目,,采购部,配合整改,2
08/05-08/11,GS240035-BJ11 世贸国际公寓设计施工项目,,采购部,"材料下单,货期跟进",15
08/05-08/11,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,采购部,材料下单,2
08/05-08/11,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,采购部,材料样板 设计选样,3
08/05-08/11,ISS24028-JN02 济南历下区平安金融中心9层MAG华为业务专属场地新建项目,,采购部,材料下单,2
08/05-08/11,ISS24029-JN02 济南历下区平安金融中心8层综合场地新建项目,,采购部,材料下单,2
08/05-08/11,ISS24088-JN06 济南历下区平安金融中心8层803-804单元MAG华为业务专属场地扩建项目,,采购部,材料下单,2
08/05-08/11,ISS24109-SY07 沈阳沈河区前海人寿金融中心21层CDS场地新建项目,,采购部,"材料下单,货期跟进",5
08/05-08/11,ISS24110-XA07 西安高新区新加坡腾飞科汇城东楼22层MAG华为ICTT终端业务新建项目,,采购部,材料下单,1
08/05-08/11,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,采购部,"材料样板 设计选样,材料询价",15
08/05-08/11,ISS24118-NJ07 南京雨花区怡化大厦B座3层307-309单元MAG华为业务场地新建项目,,采购部,"材料下单,货期跟进",2
08/05-08/11,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,机电部,消防报审现场配合，调整图纸,16
08/05-08/11,GS230067-BJ09 金尚城溪-设计施工项目,,机电部,机电报审图纸拆分,46
08/05-08/11,GS230078-BJ11 北京嘉华学院设计项目,,机电部,现场交底，电气专业图纸调整,20
08/05-08/11,GS240002-BJ01 2024年金尚丽改造,,机电部,6F施工图纸绘制及审核,7
08/05-08/11,GS240017-BJ01 中信金属-BJ-办公室设计项目,,机电部,需求提疑,2
08/05-08/11,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,,机电部,图纸梳理，需求提疑,5
08/05-08/11,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,机电部,现场沟通绘制变更图纸,8
08/05-08/11,GS240056-BJ22 恐龙乐园-BJ-恐龙主题乐园项目,,机电部,机电施工图补充,36
08/05-08/11,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,机电部,A、C栋机电图纸绘制,54
08/05-08/11,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,,机电部,机电全专业施工图绘制,8
08/05-08/11,ISS24004-CD01 成都郫都区万科菁蓉都会战略交付基地一期8层新建项目,,机电部,平面图纸更新，机电图纸调整,31
08/05-08/11,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,机电部,机电图纸调整,9
08/05-08/11,ISS24118-NJ07 南京雨花区怡化大厦B座3层307-309单元MAG华为业务场地新建项目,,机电部,电、暖专业调整,5
08/05-08/11,ISS24121-XA07 西安浐灞区前海人寿大厦15层1501-1503单元BANK中行业务ODC场地扩建项目,,机电部,水暖电专业施工图纸,34
08/05-08/11,ISS24125-HZ07 杭州慧港科技园A1栋5层6层MAG消费者场地门禁系统改造项目,,机电部,门禁系统升级电气图纸绘制,2
08/05-08/11,ISS24126-CS07 长沙岳麓区芯城科技园2栋24层MAG门禁系统升级改造项目,,机电部,门禁系统升级电气图纸绘制,2
08/05-08/11,ISS24131-BJ08 北京海淀软通总部大楼1层人形机器人实验室改造项目,,机电部,电气施工图绘制,6
08/05-08/11,武汉软通,,机电部,意见调整,3
08/05-08/11,GS240006-QG02 宝马汽车2024-2026年年框设计项目,,景观部,"商务对接,mini启动会",13
08/05-08/11,GS240015-BJ01 宝马超充站-SI手册,,景观部,发票上传B2B网站,6
08/05-08/11,GS240057-BJ23 北京大学兰园书院设计项目,,景观部,更新概念方案,18
08/05-08/11,GS240064-BJ30 北京大学燕京学堂设计项目,,景观部,"合同确认,甲方汇报会",8
08/05-08/11,会议培训及行政类工作,,景观部,城市更新植物设计案例分享会,1
08/05-08/11,GS210096-BJ10 金尚澜设计施工项目,,内审部,完成两个劳务的报价审核及谈判,5
08/05-08/11,GS220060-SD08 丹拿汽车实验室,,内审部,完成劳务报价审核,2
08/05-08/11,GS220064-SD09 潍坊Goerlife二层办公空间设计施工项目,,内审部,完成劳务报价审核,2
08/05-08/11,GS230067-BJ09 金尚城溪-设计施工项目,,内审部,完成二层金属网吊顶厂家报价审核，完成自来水供应商合同谈判,7
08/05-08/11,GS240002-BJ01 2024年金尚丽改造,,内审部,带劳务看现场、编制清单、招标等工作,5
08/05-08/11,会议培训及行政类工作,,内审部,红圈审批34个，协助完成金尚采购合同流程，及费用申请4个,4
08/05-08/11,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,设计1部,"平面方案,施工配合",70
08/05-08/11,GS240040-SH03 立达学院-SH-上海立达学院第三餐厅设计项目,,设计1部,"效果方案,平面方案",69
08/05-08/11,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,,设计1部,施工配合,5
08/05-08/11,GS240056-BJ22 恐龙乐园-BJ-恐龙主题乐园项目,,设计1部,"商务报价,施工概算",2
08/05-08/11,会议培训及行政类工作,,设计1部,,11
08/05-08/11,金尚支持工作,,设计1部,,16
08/05-08/11,GS111 京东三号楼,,设计2部,"效果方案制作,内部方案沟通,材料选择及调整",13
08/05-08/11,GS230012-BJ03 菁英茶总部装饰装修工程,,设计2部,门头LOGO深化方案,4
08/05-08/11,GS230078-BJ11 北京嘉华学院设计项目,,设计2部,"（知行楼&行政楼）,施工交底文件制作,明德楼报告厅",46
08/05-08/11,GS240022-NX01 中国矿业大学银川学院一期工程（剧场、艺体馆及当代艺术馆）设计项目,,设计2部,效果方案,15
08/05-08/11,GS240026-BJ06 北京嘉华学院软装设计项目,,设计2部,设计交底,3
08/05-08/11,GS240026-TJ01 天津嘉诚中学改造设计项目,,设计2部,"施工方沟通,材料核对",7
08/05-08/11,GS240060-BJ26 康美电业-泰禾文化大厦办公室改造项目,,设计2部,"甲方汇报会,方案沟通,平面方案调整",21
08/05-08/11,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,,设计2部,"物料手册,扩初设计交底",10
08/05-08/11,GS240080-BJ42 北方投资北方创业出租汽车多功能休息室设计项目,,设计2部,"概念方案,平面方案",19
08/05-08/11,GS240081-JS01 南京航空航天大学金城学院活动中心设计项目,,设计2部,"概念方案,平面方案,效果方案",25
08/05-08/11,GS240084-BJ46 中航技广场商业一期改造设计项目,,设计2部,概念方案,2
08/05-08/11,会议培训及行政类工作,,设计2部,"公司会议,组内会议,填写表格,标准化执行",6
08/05-08/11,金尚支持工作,,设计2部,平面方案,4
08/05-08/11,GS240006-QG02 宝马汽车2024-2026年年框设计项目,,设计3部,"MINI启动会,MINI",27
08/05-08/11,GS240017-BJ01 中信金属-BJ-办公室设计项目,,设计3部,"效果方案,各专业内部沟通会,甲方汇报会,消防报审会",89
08/05-08/11,GS240037-HB02 邢台面粉厂片区改造一期-地库设计项目,,设计3部,"答疑会议,扩初设计",4
08/05-08/11,GS240045-BJ15 阿里-华谊兄弟办公楼餐饮、办公、会所设计项目,,设计3部,"平面方案,甲方汇报会",16
08/05-08/11,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,设计3部,"现场验线，平面更新,平面方案",3
08/05-08/11,GS240076-BJ39 伊藤忠华糖-BJ-正大中心办公室设计施工项目,,设计3部,"平面方案,勘察现场,甲方汇报会",7
08/05-08/11,GS240079-BJ41 恋日国际B1办公室设计项目,,设计3部,"平面方案,甲方汇报会",24
08/05-08/11,GS240082-BJ43 京东-BJ-酒综合展厅设计项目,,设计3部,概念方案,10
08/05-08/11,会议培训及行政类工作,,设计3部,"公司例会、部门例会,公司其它会议",3
08/05-08/11,金尚支持工作,,设计3部,会议纪要,2
08/05-08/11,宣传销售类工作,,设计3部,平面方案,15
08/05-08/11,GS240083-BJ45 横琴大厦办公室改造项目,,设计4部,概念方案,8
08/05-08/11,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,,设计4部,施工配合,80
08/05-08/11,ISS24119-SZ07 深圳交付中心新建设计项目,,设计4部,效果方案,90
08/05-08/11,ISS24120-BJ07 北京海淀软通总部大楼1层展厅硬件展示区改造项目,,设计4部,效果方案,8
08/05-08/11,ISS24131-BJ08 北京海淀软通总部大楼1层人形机器人实验室改造项目,,设计4部,施工配合,16
08/05-08/11,金尚支持工作,,设计4部,概念方案,16
08/05-08/11,GS111 京东三号楼,,深化部,参加现场会议、甲方新需求变更图纸绘制，灯光照度分析文件整理,30
08/05-08/11,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,,深化部,参加消防验收,6
08/05-08/11,GS230078-BJ11 北京嘉华学院设计项目,,深化部,现场设计交底,7
08/05-08/11,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,,深化部,E栋节点图纸绘制,6
08/05-08/11,GS240026-BJ06 北京嘉华学院软装设计项目,,深化部,设计交底,1
08/05-08/11,GS240034-BJ10 炮局二条一号院会所设计施工项目,,深化部,竣工图纸绘制,14
08/05-08/11,GS240035-BJ11 世贸国际公寓设计施工项目,,深化部,对接供应商下单图纸，配合项目经理及方案设计修改方案等,3
08/05-08/11,GS240037-HB02 邢台面粉厂片区改造一期-地库设计项目,,深化部,施工图绘制及修改,10
08/05-08/11,GS240045-BJ15 阿里-华谊兄弟办公楼餐饮、办公、会所设计项目,,深化部,熟悉图纸,6
08/05-08/11,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,,深化部,现场验线及平面图修改,5
08/05-08/11,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,,深化部,A、C栋施工图绘制,167
08/05-08/11,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,,深化部,施工图纸绘制,44
08/05-08/11,ISS24142-CD09 成都郫都区万科菁蓉都会战略交付基地一期9层新建项目,,深化部,9层高配施工图纸绘制,2
08/05-08/11,ISS24081-BJ06 北京通州网络安全产业园服务器过渡工厂建设设计项目,,深化部,5号楼施工图熟悉,1
08/05-08/11,会议培训及行政类工作,,深化部,,16
08/05-08/11,GS210096-BJ10 金尚澜设计施工项目,,私宅部,平面方案,5
08/05-08/11,GS220080-BJ11 温哥华森林别墅设计施工项目,,私宅部,施工配合,2
08/05-08/11,GS230067-BJ09 金尚城溪-设计施工项目,,私宅部,"施工配合,效果方案更新,平面方案更新",42
08/05-08/11,GS240031-BJ08 信达公寓设计项目,,私宅部,"效果方案更新,扩初设计交底",7
08/05-08/11,GS240035-BJ11 世贸国际公寓设计施工项目,,私宅部,施工配合,1
08/05-08/11,GS240064-BJ30 北京大学燕京学堂设计项目,,私宅部,"效果方案,甲方汇报会",25
08/05-08/11,会议培训及行政类工作,,私宅部,,2
08/05-08/11,GS230078-BJ11 北京嘉华学院设计项目,,业务部Lina,施工配合工作,0
08/05-08/11,GS240017-BJ01 中信金属-BJ-办公室设计项目,,业务部Lina,设计效果图，补充报图审流程，找三家设计院，走流程,5
08/05-08/11,GS240022-NX01 中国矿业大学银川学院一期工程（剧场、艺体馆及当代艺术馆）设计项目,,业务部Lina,第四次汇报，共三家设计院，本周补充更新体育馆方案，计划下周二提交周三周四汇报,4
08/05-08/11,GS240023-GD02 华南农业大学珠江学院四会校区部分区域精装设计项目,,业务部Lina,设计结算，做设计增项洽商,2
08/05-08/11,GS240026-BJ06 北京嘉华学院软装设计项目,,业务部Lina,施工配合，设计结算，增加设计区域,2
08/05-08/11,GS240026-TJ01 天津嘉诚中学改造设计项目,,业务部Lina,灯具定制售卖，等待信息，41套,1
08/05-08/11,GS240028-BJ07 海淀文化艺术大厦设计项目,,业务部Lina,施工图中，启动预算清单,0.2
