日期,项目,阶段,部门,具体任务,工时
09/16-09/22,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,3. 施工阶段,私宅部,"物料手册,效果方案更新,施工配合",16
09/16-09/22,GS240054-BJ20 大家书房-BJ-首开书院大家书房标准设计项目,2. 设计阶段,私宅部,招标文件调整,2
09/16-09/22,GS240090-BJ48 首开书院大家书房市集展位设计项目,2. 设计阶段,私宅部,"扩初设计交底,方案沟通",8
09/16-09/22,会议培训及行政类工作,,私宅部,,6
09/16-09/22,GS230078-BJ11 北京嘉华学院设计项目,2. 设计阶段,业务部Lina,设计结算,1
09/16-09/22,GS240017-BJ01 中信金属-BJ-办公室设计项目,2. 设计阶段,业务部Lina,效果图方案中,1
09/16-09/22,GS240022-NX01 中国矿业大学银川学院一期工程（剧场、艺体馆及当代艺术馆）设计项目,1. 投标阶段,业务部Lina,已汇报，待通知,0.1
09/16-09/22,GS240023-GD02 华南农业大学珠江学院四会校区部分区域精装设计项目,2. 设计阶段,业务部Lina,设计结算，做设计增项洽商,1
09/16-09/22,GS240026-BJ06 北京嘉华学院软装设计项目,3. 施工阶段,业务部Lina,施工配合，设计结算,1
09/16-09/22,GS240026-TJ01 天津嘉诚中学改造设计项目,2. 设计阶段,业务部Lina,设计费申请，结算,0.1
09/16-09/22,GS240028-BJ07 海淀文化艺术大厦设计项目,2. 设计阶段,业务部Lina,方案调整中，交叉银行的面积,3
09/16-09/22,GS240039-SH02 立达学院-SH-上海立达学院图书馆改造项目,2. 设计阶段,业务部Lina,施工图中，设计费申请,3
09/16-09/22,GS240040-SH03 立达学院-SH-上海立达学院第三餐厅设计项目,2. 设计阶段,业务部Lina,第一笔设计费已付款，方案中,4
09/16-09/22,GS240041-BJ13 泓晟国际-BJ-泓晟国际22层设计项目,1. 投标阶段,业务部Lina,立项跟踪,0.1
09/16-09/22,GS240049-GD03 华南农业大学珠江学院从化校区设计项目,2. 设计阶段,业务部Lina,待集团审批设计区域,0.1
09/16-09/22,GS240059-BJ25 东来顺-BJ-新源里东来顺办公楼会客餐厅改造项目,2. 设计阶段,业务部Lina,合同返回，平面确定中,3
09/16-09/22,GS240060-BJ26 康美电业-泰禾文化大厦办公室改造项目,1. 投标阶段,业务部Lina,平面更新，做估算，客户预算50-60万,0.1
09/16-09/22,GS240067-BJ33 中信集团-BJ-18层办公室设计项目,1. 投标阶段,业务部Lina,合同流程中，指定消防（三方协议）,1
09/16-09/22,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,2. 设计阶段,业务部Lina,已申请施工图进度款，待审批,1
09/16-09/22,GS240072-BJ36 西安工商学院工程楼设计项目,1. 投标阶段,业务部Lina,待学校核算完结构，明确方向,0.1
09/16-09/22,GS240073-GD06 华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,4. 竣工阶段,业务部Lina,、费用申请,1
09/16-09/22,GS240074-BJ37 北京利生体育用品商厦大楼改造项目,1. 投标阶段,业务部Lina,做项目建议书，启动项目建议方案,2
09/16-09/22,GS240075-BJ38 新中国儿童商店改造项目,1. 投标阶段,业务部Lina,立项跟踪,0.1
09/16-09/22,GS240080-BJ42 北方投资北方创业出租汽车多功能休息室设计项目,1. 投标阶段,业务部Lina,增加设计区域，设计报价，节后看现场确定面积,5
09/16-09/22,GS240081-JS01 南京航空航天大学金城学院活动中心设计项目,1. 投标阶段,业务部Lina,启动，设计报价，等待,3
09/16-09/22,GS240086-HB03 燕京理工学院礼堂装修设计项目,1. 投标阶段,业务部Lina,新设计需求，设计报价及落标补偿,1
09/16-09/22,GS240088-SH04 挚诚真宠（上海）宠物用品有限公司设计项目,2. 设计阶段,业务部Lina,提交设计报价、施工估算，等待,0.1
09/16-09/22,GS240089-GD07 华南农业大学珠江学院从化校区行政楼设计项目,2. 设计阶段,业务部Lina,提交概念方案及平面，等待,1
09/16-09/22,GS240091-GD08 华南农业大学珠江学院从化校区体育馆设计项目,2. 设计阶段,业务部Lina,概念+平面，,2
09/16-09/22,GS240096-BJ52 东环国际办公室设计项目,1. 投标阶段,业务部Lina,看现场，规划设计面积,1
09/16-09/22,GS240097-BJ53 凤凰网浦项办公楼设计施工项目,1. 投标阶段,业务部Lina,看现场，沟通需求，启动设计施工投标,5
09/16-09/22,会议培训及行政类工作,,业务部Lina,周例会,0.5
09/16-09/22,宣传销售类工作,,业务部Lina,质保金尾款追要,1
09/16-09/22,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,3. 施工阶段,业务部Tina,现场施工,15
09/16-09/22,ISS24139-WH08 武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,3. 施工阶段,业务部Tina,现场施工,30
09/16-09/22,ISS24143-WX09 无锡新吴国家软件园天鹅座C栋27层鸿蒙业务场地退租优化项目,2. 设计阶段,业务部Tina,输出装饰施工图及汇总全专业施工图,6
09/16-09/22,ISS24145-GZ09 广州荔湾美银中心1111室TTR业务专属场地退租项目,2. 设计阶段,业务部Tina,输出装饰施工图及汇总全专业施工图,6
09/16-09/22,ISS24153-DL09 大连高新区数码广场11号楼4层TTR场地改造项目,2. 设计阶段,业务部Tina,输出平面方案,4
09/16-09/22,北京软通,,业务部Tina,改三层滴滴门禁电源,8
09/16-09/22,北京软通,,业务部Tina,给胡月找家具,8
09/16-09/22,北京软通,,业务部Tina,换面试区门牌灯两个,8
09/16-09/22,会议培训及行政类工作,,业务部Tina,制作周报,2
09/16-09/22,济南软通,,业务部Tina,1、施工图纸输出,9
09/16-09/22,南京软通,,业务部Tina,现场施工,4
09/16-09/22,全国软通,,业务部Tina,1、平面方案输出（天津、东莞）；2、竣工图纸输出（北京、西安、长沙、东莞）,12
09/16-09/22,全国软通,,业务部Tina,结算项目跟进整理洽商及结算进度、项目进场资料协助处理、上海项目现场配合隐蔽验收,20
09/16-09/22,全国软通,,业务部Tina,小维修跟进安排施工报价等,4
09/16-09/22,全国软通,,业务部Tina,济南项目现场管理、广州项目办理进场、深圳项目远程管理,50
09/16-09/22,全国软通,,业务部Tina,天津及大连项目出家具概算报价单,6
09/16-09/22,全国软通,,业务部Tina,处理项目邮件；跟进项目进度梳理流程；签署项目合同；解决客户、审计相关项目问题及各部门沟通衔接。,25
09/16-09/22,武汉软通,,业务部Tina,小维修跟进协调,8
09/16-09/22,武汉软通,,业务部Tina,现场施工,5
09/16-09/22,西安软通,,业务部Tina,1、施工图纸输出,8
09/16-09/22,GS210069-SD06 青岛歌尔电声六期厂房办公区室内精装修项目,4. 竣工阶段,预算部,1、结算争议转换层核对,10
09/16-09/22,GS220034-BJ04 华控展示中心项目,4. 竣工阶段,预算部,项目已完工结算阶段1、与咨询沟通结算事宜，达成一致后按照甲方要求模板整理项目整体结算费用,9
09/16-09/22,GS220060-SD08 丹拿汽车实验室,4. 竣工阶段,预算部,项目已完工结算阶段1、劳务结算根据劳务第三次反馈进行调整并反馈给劳务,5
09/16-09/22,GS220080-BJ11 温哥华森林别墅设计施工项目,3. 施工阶段,预算部,1、增加健身房集水沟、室内外增容电缆，变更报价编制报出；,8
09/16-09/22,GS230012-BJ03 菁英茶总部装饰装修工程,5. 售后阶段,预算部,1、新增门牌标识报价调整报出,8
09/16-09/22,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,3. 施工阶段,预算部,5层施工变更更报价 内容1.装饰工程算量（根据最新图纸变更重新算量）2.弱电工程算量（根据最新图纸变更重新算量） 3.编制清单 4.清单组价,12
09/16-09/22,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,3. 施工阶段,预算部,在施项目,2
09/16-09/22,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,3. 施工阶段,预算部,弱电算量,5
09/16-09/22,GS240007-SD01 歌尔2024年青岛潍坊系列改造项目,1. 投标阶段,预算部,1、南京歌尔机房电力改造，参加客户招标答疑会，调整投标报价并报出,6
09/16-09/22,GS240013-SH01 上海联江芯亚芯科技园2号楼7楼局部装修施工项目,4. 竣工阶段,预算部,项目完工结算阶段1、现场水磨石结晶处理出报价2次，包含过程沟通,1
09/16-09/22,GS240014-BJ01 2024年度微软小改造项目,1. 投标阶段,预算部,投标（MSSA SOW - 电梯厅地面石材维修和表面处理）报价 内容1.编制清单,4
09/16-09/22,GS240019-BJ03 宝马品牌学院-BJ-设计施工项目,2. 设计阶段,预算部,配合采购人员提供合同清单，以便进行材料品牌及价位选择,1
09/16-09/22,GS240039-SH02 立达学院-SH-上海立达学院图书馆改造项目,1. 投标阶段,预算部,设计项目1、资格预审文件制作,5
09/16-09/22,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,3. 施工阶段,预算部,施工阶段,16.5
09/16-09/22,GS240062-BJ28 博彦科技中关村软件园二层会议区改造项目,1. 投标阶段,预算部,项目投标阶段1、两份投标报价整理，包含内部沟通,4
09/16-09/22,GS240094-GD09 大唐集团广东办公室会议室设计施工项目,1. 投标阶段,预算部,配合商务及设计人员，进行设计概算的调整，增加会议音视频系统报价,1
09/16-09/22,GS240097-BJ53 凤凰网浦项办公楼设计施工项目,1. 投标阶段,预算部,项目投标阶段1、熟悉投标文件,5
09/16-09/22,GS240097-BJ53 凤凰网浦项办公楼设计施工项目,1. 投标阶段,预算部,1、现场踏勘,15
09/16-09/22,ISS24028-JN02 济南历下区平安金融中心9层MAG华为业务专属场地新建项目,3. 施工阶段,预算部,施工阶段：,1.5
09/16-09/22,ISS24029-JN02 济南历下区平安金融中心8层综合场地新建项目,3. 施工阶段,预算部,施工阶段：,1
09/16-09/22,ISS24057-NJ04 南京雨花区怡化大厦B座4层10单元MAG华为慧通商旅业务蓝区新建项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24059-CD04 成都武侯区西部智谷4层DOS场地监控系统升级改造项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24069-XA05 西安高新区环普产业园E幢2-5层MAG华为场地机房消防器材（七氟丙烷）维护项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24088-JN06 济南历下区平安金融中心8层803-804单元MAG华为业务专属场地扩建项目,3. 施工阶段,预算部,施工阶段：,1
09/16-09/22,ISS24097-NJ06 南京江宁天域互联D2栋3层及5层MAG华为业务ODC场地门禁改造项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24098-NJ06 南京雨花区怡化大厦D栋4层MAG华为业务ODC场地门禁改造项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24099-NJ06 南京雨花区怡化中心B栋4层MAG华为业务ODC场地门禁改造项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24103-BJ07 北京海淀区环保园C2栋1F、3F、MAG门禁系统升级改造项目,4. 竣工阶段,预算部,竣工结算：1、结算书制作,2
09/16-09/22,ISS24113-DG07 东莞松山湖中集智谷28栋3层MAG华为黄区ODC场地门禁改造项目,4. 竣工阶段,预算部,项目已完工结算阶段,1
09/16-09/22,ISS24115-DG07 东莞松山湖光大WE谷B1栋5层6层MAG华为黄区ODC场地门禁改造项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,3. 施工阶段,预算部,施工图纸报价阶段,2.5
09/16-09/22,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,3. 施工阶段,预算部,项目施工阶段,2
09/16-09/22,ISS24123-XA07 西安高新区环普产业园A2幢7层MAG华为荣耀场地配线间机房空调维修改造项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24126-CS07 长沙岳麓区芯城科技园2栋24层MAG门禁系统升级改造项目,4. 竣工阶段,预算部,竣工结算：1、结算书制作,2
09/16-09/22,ISS24127-XA07 西安高新腾飞科汇城11层MAG华为BPIT绿区ODC过渡场地改百度ODC业务场地项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24127-XA07 西安高新腾飞科汇城11层MAG华为BPIT绿区ODC过渡场地改百度ODC业务场地项目,4. 竣工阶段,预算部,项目已完工结算阶段,2
09/16-09/22,ISS24129-XA08 西安灞桥区前海人寿大厦13-14层BANK中行业务ODC场地新增无线AP改造项目,4. 竣工阶段,预算部,项目已完工结算阶段,1
09/16-09/22,ISS24134-DG08 东莞松山湖光大We谷A2栋4层MAG华为BPIT绿区电箱电缆更换改造项目,4. 竣工阶段,预算部,项目已完工结算阶段,1
09/16-09/22,ISS24135-WH08 武汉东湖高新区未来科技城C2栋10层MAG会议室网络电路改造项目,3. 施工阶段,预算部,施工图纸报价阶段,4
09/16-09/22,ISS24142-CD09 成都郫都区万科菁蓉都会战略交付基地一期9层新建项目,2. 设计阶段,预算部,施工图纸报价阶段 1、调整报价,6
09/16-09/22,ISS24148-XA09 西安高新腾飞科汇城11层MAG华为BPIT绿区ODC过渡场地退租拆除项目,2. 设计阶段,预算部,施工图纸报价阶段 1、计算施工图纸工程量,4
09/16-09/22,ISS24152-CD09 成都郫都区雷斯特1-3层MAG场地TC转PC网络及电力系统升级改造项目,1. 投标阶段,预算部,概算阶段报价 内容1.编制清单 2.清单组价,1.5
09/16-09/22,ISS24157-XA09 西安高新区环普产业园G4栋5层MAG华为业务线云服务及GTS新建项目,2. 设计阶段,预算部,项目前期平面图纸概算阶段,13
09/16-09/22,会议培训及行政类工作,,预算部,周报整理，周例会，Scrum,15
09/16-09/22,全国软通,,预算部,ISS24281WX-XA09西安环普A2栋7F荣耀ODC场地增加工位,1.5
09/16-09/22,全国软通,,预算部,ISS24282WX-XA09西安环普E1栋2楼党群服务中心安装电视,1.5
09/16-09/22,全国软通,,预算部,ISS24283WX-WH09武汉花山C15栋6F人脸识别摄像头市电改U电及B区增加强电点位,1.5
09/23-09/29,GS210069-SD06 青岛歌尔电声六期厂房办公区室内精装修项目,4. 竣工阶段,IT部,核算音视频供应商已付款项，申请尾款,1
09/23-09/29,GS230020-SD03 歌尔科技产业项目二期内装及机电安装深化设计项目,2. 设计阶段,IT部,C栋精装改毛坯，图纸圈定施工范围，编写说明,14
09/23-09/29,"GS230035-QD05 青岛歌尔国创中心1#楼1,15,16层精装项目",5. 售后阶段,IT部,安防管理平台时间同步问题沟通及安排,2
09/23-09/29,GS230067-BJ09 金尚城溪-设计施工项目,3. 施工阶段,IT部,根据精装调整，调整弱电施工图，金尚剧场会议，现场沟通等,19
09/23-09/29,GS230078-BJ11 北京嘉华学院设计项目,2. 设计阶段,IT部,绘制汇报厅音视频图纸，合并至弱电施工图,4
09/23-09/29,GS240017-BJ01 中信金属-BJ-办公室设计项目,2. 设计阶段,IT部,复核弱电设备预留预埋尺寸等,5
09/23-09/29,GS240019-BJ03 宝马品牌学院-BJ-设计施工项目,2. 设计阶段,IT部,内部交底会，编辑疑问清单。,6
09/23-09/29,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,3. 施工阶段,IT部,新需求沟通，询价。向eric解释会议预约系统,2
09/23-09/29,GS240045-BJ15 阿里-华谊兄弟办公楼餐饮、办公、会所设计项目,2. 设计阶段,IT部,弱电需求专项会,3
09/23-09/29,GS240056-BJ22 恐龙乐园-BJ-恐龙主题乐园项目,2. 设计阶段,IT部,根据最新平面及需求，调整弱电施工图,7
09/23-09/29,GS240071-GD05 冠宇达顺德厂房、创研楼施工项目,2. 设计阶段,IT部,C栋向施工方进行交底,3
09/23-09/29,GS240097-BJ53 凤凰网浦项办公楼设计施工项目,1. 投标阶段,IT部,内部沟通会，点位绘制及说明，答疑，询价等。方案PPT编辑，讲标等,35
